id,loan_amnt_EUR,loan_amnt_USD,funded_amnt_EUR,funded_amnt_USD,int_rate,installment_EUR,installment_USD,total_pymnt_EUR,total_pymnt_USD,exch_rate,issue_date,loan_status,term,sub_grade,verification_status,addr_state
59230683.0,21000.0,18656.819490021622,21000.0,18656.819490021622,16.617294794794955,657.0,583.6919240449621,12609.59,11202.611641580083,1.1255937814712524,Sep,OK,36,5,red_flag,Georgia
58030770.0,13200.0,11640.155930050341,13200.0,11640.155930050341,16.617294794794955,403.01,355.38630616436274,2010.47,1772.8927494460843,1.1340054273605347,Aug,OK,36,2,red_flag,Virginia
65676913.0,15000.0,14173.650567901814,15000.0,14173.650567901814,16.617294794794955,457.97,432.74045003879957,447.57,422.9133856450543,1.0583018064498901,Nov,OK,60,2,red_flag,New York
63177012.0,11250.0,10174.672497322084,11250.0,10174.672497322084,16.617294794794955,377.38,341.308258403503,738.9,668.2724896241145,1.1056866943836212,red_flag,OK,36,12,OK,Texas
41021489.0,16400.0,15142.776703181891,16400.0,15142.776703181891,16.617294794794955,381.52,352.27269315841187,3789.71,3499.190993891186,1.0830246210098267,Mar,OK,60,14,OK,Oregon
60417140.0,8400.0,7597.08879800049,8400.0,7597.08879800049,16.617294794794955,262.8,237.6803495374439,1047.52,947.393149723985,1.1056866943836212,red_flag,OK,36,5,OK,California
43125650.0,28000.0,25853.52120055445,28000.0,25853.52120055445,19.52,734.38,678.0824606879705,7313.44,6752.792003177961,1.0830246210098267,Mar,OK,60,23,OK,Louisiana
65662544.0,20000.0,18898.200757202416,20000.0,18898.200757202416,15.41,480.12,453.67020737740125,454.44,429.40491760515334,1.0583018064498901,Nov,OK,60,16,OK,California
40298097.0,15273.463157894737,13630.496428094171,13000.0,11601.589746437614,16.49,460.2,410.6962770238915,5038.38,4496.401365127411,1.1205360889434814,Feb,OK,36,18,OK,Texas
66464411.0,18000.0,16462.439523039902,18000.0,16462.439523039902,15.41,432.11,395.1991523500429,0.0,0.0,1.093398094177246,Dec,OK,60,20,OK,California
65404741.0,10000.0,9449.100378601208,10000.0,9449.100378601208,16.617294794794955,329.72,311.5557376832391,313.76,296.4749734789915,1.0583018064498901,Nov,OK,36,10,OK,Illinois
51880826.0,6000.0,5346.179890248103,6000.0,5346.179890248103,16.617294794794955,196.41,175.00719870727167,1347.39,1200.5648870535654,1.122296690940857,Jun,OK,36,9,OK,New York
59543019.0,24000.0,21322.079417167566,24000.0,21322.079417167566,21.99,662.72,588.7736863060537,2621.56,2329.046271536242,1.1255937814712524,Sep,red_flag,60,26,OK,DC
57862311.0,21600.0,19047.52788553692,21600.0,19047.52788553692,16.617294794794955,724.57,638.9475592603467,3607.62,3181.3075254824403,1.1340054273605347,Aug,OK,36,12,red_flag,North Carolina
61478852.0,8400.0,7597.08879800049,8400.0,7597.08879800049,16.99,299.45,270.8271714953865,890.42,805.3095008947138,1.1056866943836212,red_flag,OK,36,18,OK,Florida
41183017.0,17550.0,15662.146157690779,17550.0,15662.146157690779,21.67,481.43,429.6425655098046,20450.2,18250.37158712296,1.1205360889434814,Feb,OK,60,25,OK,Wisconsin
46786916.0,6000.0,5474.280100811337,6000.0,5474.280100811337,16.617294794794955,201.27,183.63472598171631,1431.89,1306.4278222584578,1.0960345268249512,May,OK,36,12,OK,Texas
65642870.0,12000.0,11338.920454321451,12000.0,11338.920454321451,16.617294794794955,382.55,361.47533498338925,3143.8509409410567,2970.6563116311904,1.0583018064498901,Nov,OK,36,7,OK,Florida
66632123.0,21000.0,19206.179443546553,21000.0,19206.179443546553,13.67,714.37,653.3484956707786,682.47,624.1733945160579,1.093398094177246,Dec,OK,36,14,OK,Maryland
52199534.0,12000.0,10692.359780496206,12000.0,10692.359780496206,16.617294794794955,440.9221791767577,392.8748812465255,1693.57,1509.0216461212467,1.122296690940857,Jun,OK,60,5,red_flag,Texas
39730671.0,35000.0,31006.501937950725,35000.0,31006.501937950725,16.617294794794955,796.18,705.3359060845031,8732.72,7736.317131530887,1.1287955045700073,Jan,OK,60,12,OK,California
56622510.0,3600.0,3290.9038225127806,3600.0,3290.9038225127806,16.99,128.34,117.32072127258064,642.83,587.636584507192,1.0939244031906128,Jul,OK,36,18,OK,Louisiana
65692571.0,13000.0,12283.83049218157,13000.0,12283.83049218157,16.617294794794955,264.72,250.13658522233123,3143.8509409410567,2970.6563116311904,1.0583018064498901,Nov,OK,60,6,red_flag,Florida
46295185.0,11000.0,9897.139971613266,11000.0,9897.139971613266,16.617294794794955,360.08,323.97837827077313,3227.29,2903.721896271616,1.1114321947097778,Apr,OK,36,9,OK,Florida
58832358.0,9500.0,8377.384949657444,9500.0,8377.384949657444,16.617294794794955,294.47,259.6724785395397,1197.04,1055.585776856626,1.1340054273605347,Aug,OK,36,4,OK,Texas
53222282.0,18850.0,17231.5380706572,18850.0,17231.5380706572,20.99,509.85,466.0742538633726,3190.98,2917.002299878287,1.0939244031906128,Jul,OK,60,25,OK,New York
48276008.0,7500.0,6842.850126014171,7500.0,6842.850126014171,16.617294794794955,239.1,218.15006201733178,1908.98,1741.7152044744712,1.0960345268249512,May,red_flag,36,7,red_flag,Ohio
39299787.0,29850.0,26444.11665279512,29850.0,26444.11665279512,16.49,733.69,649.9760116244306,8222.65,7284.446090288301,1.1287955045700073,Jan,OK,60,18,red_flag,Michigan
47551165.0,30000.0,27371.400504056684,30000.0,27371.400504056684,23.99,440.9221791767577,402.28858524561593,6862.98,6261.645807711031,1.0960345268249512,May,OK,60,27,OK,North Carolina
61712601.0,18025.0,16373.00931944197,18025.0,16373.00931944197,16.617294794794955,403.61,366.61915625076136,1229.28,1116.6165268351526,1.100897192955017,Oct,OK,60,11,red_flag,Massachusetts
65594568.0,2100.0,1984.311079506254,2100.0,1984.311079506254,16.617294794794955,68.75,64.9625651028833,68.11,64.35782267865284,1.0583018064498901,Nov,OK,60,9,OK,Ohio
50567210.0,30000.0,26730.899451240515,30000.0,26730.899451240515,17.57,1078.12,960.6372438790474,3205.08,2855.8223737727317,1.122296690940857,Jun,red_flag,36,20,OK,North Carolina
62347203.0,11200.0,10173.52035382802,11200.0,10173.52035382802,16.617294794794955,399.26,362.6678336133371,1176.64,1068.800981172161,1.100897192955017,Oct,OK,36,18,OK,Maryland
43924642.0,18150.0,16330.280953161888,18150.0,16330.280953161888,17.57,456.66,410.8752672215376,4074.51,3665.99961688527,1.1114321947097778,Apr,OK,60,19,red_flag,Wisconsin
41226723.0,15125.0,13498.003454989916,15125.0,13498.003454989916,16.99,375.82,335.39303526970644,3743.92,3341.186452575593,1.1205360889434814,Feb,OK,60,18,OK,Wisconsin
38448211.0,8000.0,7087.200442960166,35000.0,31006.501937950725,16.617294794794955,253.18,224.29217601858187,3034.31,2688.0953970098076,1.1287955045700073,Jan,OK,36,6,red_flag,Maryland
63158279.0,7200.0,6540.12022746087,35000.0,31792.251105712563,16.617294794794955,241.53,219.39378313036445,477.98,434.1731481002426,1.100897192955017,Oct,OK,36,12,OK,Kentucky
66520424.0,9800.0,8962.883740321724,35000.0,32010.299072577585,16.617294794794955,315.12,288.2024412500185,0.0,0.0,1.093398094177246,Dec,OK,36,8,OK,Pennsylvania
38467857.0,10000.0,8859.000553700207,10000.0,8859.000553700207,16.617294794794955,336.9,298.45972865415996,11072.03,9808.711990058531,1.1287955045700073,Jan,OK,36,12,red_flag,Indiana
55968781.0,16750.0,14770.652411238123,16750.0,14770.652411238123,17.57,421.44,371.6384329666982,2090.85,1843.774244420133,1.1340054273605347,Aug,OK,60,19,red_flag,Georgia
65089289.0,30000.0,27437.3992050665,30000.0,27437.3992050665,16.617294794794955,989.14,904.6476349899826,969.99,887.1334284974153,1.093398094177246,Dec,OK,36,10,OK,New York
65403660.0,12500.0,11811.375473251512,12500.0,11811.375473251512,16.617294794794955,387.46,366.1148432692824,374.86,354.2089767922449,1.0583018064498901,Nov,OK,36,4,OK,Illinois
40372163.0,25000.0,22310.749512380025,25000.0,22310.749512380025,17.86,632.94,564.8546318546325,6937.53,6191.259762584872,1.1205360889434814,Feb,OK,60,20,OK,New York
53040428.0,7700.0,7038.877620374559,7700.0,7038.877620374559,16.617294794794955,254.03,232.2189716758116,1514.32,1384.3004101409872,1.0939244031906128,Jul,OK,36,10,red_flag,Florida
59210835.0,15273.463157894737,13569.249767825606,15200.0,13503.983630872792,16.617294794794955,330.41,293.54284417609733,1312.36,1165.9268393297511,1.1255937814712524,Sep,OK,60,9,OK,California
64872909.0,20000.0,18898.200757202416,20000.0,18898.200757202416,16.617294794794955,450.88,426.04103787037127,880.78,832.2578631464372,1.0583018064498901,Nov,OK,60,12,red_flag,red_flag
58410618.0,35000.0,30864.04981452742,35000.0,30864.04981452742,16.99,1247.68,1100.2416477882737,4924.65,4342.704083403213,1.1340054273605347,Aug,OK,36,18,red_flag,New York
44755624.0,25000.0,22493.499935484695,25000.0,22493.499935484695,16.617294794794955,505.6,454.9085426952425,4033.84,3629.4071911902233,1.1114321947097778,Apr,OK,60,5,OK,Minnesota
55130401.0,4800.0,4387.871763350375,4800.0,4387.871763350375,16.99,171.11,156.41848696393387,851.02,777.9513808430074,1.0939244031906128,Jul,OK,36,18,OK,California
37978181.0,12000.0,10630.800664440249,12000.0,10630.800664440249,14.31,440.9221791767577,390.61298294655984,7548.35,6687.083682952297,1.1287955045700073,Jan,OK,36,14,red_flag,Texas
43106337.0,35000.0,31490.899909678574,35000.0,31490.899909678574,16.617294794794955,760.82,684.5401848366187,6826.01,6141.634219784715,1.1114321947097778,Apr,OK,60,9,OK,West Virginia
65332148.0,24000.0,22677.840908642902,24000.0,22677.840908642902,13.18,548.29,518.0847246583256,1079.01,1019.567379951449,1.0583018064498901,Nov,OK,60,13,OK,Georgia
59199592.0,22800.0,20255.97544630919,22800.0,20255.97544630919,13.33,771.86,685.7358424556232,3070.56,2727.9468406324186,1.1255937814712524,Sep,OK,36,13,red_flag,Missouri
40582979.0,24000.0,21418.319531884827,24000.0,21418.319531884827,16.617294794794955,790.74,705.6800827767753,9501.41,8479.343140976907,1.1205360889434814,Feb,OK,36,10,OK,South Carolina
44085228.0,16000.0,14773.440686031114,16000.0,14773.440686031114,18.84,413.65,381.9396087360481,3706.1,3421.9905329062444,1.0830246210098267,Mar,OK,60,22,OK,Georgia
46777111.0,12000.0,10948.560201622675,12000.0,10948.560201622675,16.617294794794955,392.81,358.39199439995025,3135.15,2860.448209676444,1.0960345268249512,May,OK,36,10,red_flag,California
46349070.0,8000.0,7197.919979355102,8000.0,7197.919979355102,16.617294794794955,268.36,241.45422570746692,8535.35,7679.595786973572,1.1114321947097778,Apr,OK,36,12,OK,Indiana
46486249.0,19200.0,17275.007950452244,19200.0,17275.007950452244,16.617294794794955,407.85,366.9589579474973,3241.49,2916.498204234971,1.1114321947097778,Apr,OK,60,8,red_flag,Missouri
61522878.0,18500.0,16804.475584448068,18500.0,16804.475584448068,16.617294794794955,402.15,365.2929652046373,1178.21,1070.22709072176,1.100897192955017,Oct,OK,60,9,red_flag,California
63823540.0,14000.0,13228.740530041692,14000.0,13228.740530041692,17.57,352.25,332.8445608362276,947.42,895.2266680694357,1.0583018064498901,Nov,OK,60,20,OK,Illinois
61394215.0,20750.0,18848.263155529592,20750.0,18848.263155529592,16.617294794794955,661.49,600.8644623976516,1359.97,1235.3287924638832,1.100897192955017,Oct,OK,36,10,OK,New York
56009236.0,8200.0,7495.947595723556,8200.0,7495.947595723556,14.65,282.86,258.57362645443476,8549.16,7815.1287009092675,1.0939244031906128,Jul,OK,36,15,OK,New York
44856133.0,20400.0,18354.69594735551,20400.0,18354.69594735551,16.99,506.89,456.0692072919135,4580.64,4121.385021779145,1.1114321947097778,Apr,OK,60,18,OK,New York
67838623.0,16000.0,14633.279576035467,35000.0,32010.299072577585,16.55,566.87,518.4479495792016,0.0,0.0,1.093398094177246,Dec,OK,36,17,OK,Texas
63290338.0,13500.0,12262.725426489133,13500.0,12262.725426489133,23.99,388.29,352.7032337667752,659.63,599.1749313388908,1.100897192955017,Oct,OK,60,28,OK,Virginia
56300327.0,24375.0,21494.6061208316,24375.0,21494.6061208316,22.99,687.01,605.8260246593852,3403.92,3001.678755561891,1.1340054273605347,Aug,OK,60,30,OK,Tennessee
38311414.0,15000.0,13288.50083055031,15000.0,13288.50083055031,13.66,346.39,306.8669201796215,4145.3,3672.321499525347,1.1287955045700073,Jan,OK,60,13,red_flag,Maryland
38626358.0,8000.0,7087.200442960166,8000.0,7087.200442960166,14.31,274.63,243.2947322062688,3014.57,2670.6077299168037,1.1287955045700073,Jan,OK,36,14,OK,Texas
66433648.0,10000.0,9145.799735022167,10000.0,9145.799735022167,16.617294794794955,325.69,297.86955156993696,319.78,292.46438392653886,1.093398094177246,Dec,OK,36,9,red_flag,Oregon
43749561.0,28375.0,26199.773716633303,28375.0,26199.773716633303,13.99,969.66,895.325905976058,8704.89,8037.573505839086,1.0830246210098267,Mar,OK,36,14,OK,Illinois
52738877.0,13150.0,11717.044259460426,13150.0,11717.044259460426,17.86,474.49,422.7848160206371,3143.8509409410567,2801.2654463994427,1.122296690940857,Jun,OK,36,20,OK,New York
48212284.0,15273.463157894737,13935.202572623042,23000.0,20984.74038644346,18.25,587.19,535.7404220659016,4650.88,4243.369972543572,1.0960345268249512,May,OK,60,21,OK,New York
63415193.0,5400.0,5102.514204444653,5400.0,5102.514204444653,16.617294794794955,179.49,169.6019026955131,3143.8509409410567,2970.6563116311904,1.0583018064498901,Nov,OK,36,11,OK,New York
61470409.0,10400.0,9446.84032855459,10400.0,9446.84032855459,13.99,355.4,322.8276012277213,1058.12,961.1433354279021,1.100897192955017,Oct,OK,36,14,OK,California
61493421.0,10000.0,9083.500315917876,10000.0,9083.500315917876,13.99,232.64,211.31855134951346,682.38,619.839894557604,1.100897192955017,Oct,OK,60,14,OK,Utah
39389147.0,16000.0,14174.400885920331,16000.0,14174.400885920331,16.617294794794955,359.08,318.10899188226705,3927.85,3479.682532485136,1.1287955045700073,Jan,OK,60,11,OK,Colorado
66463837.0,28600.0,26156.9872421634,28600.0,26156.9872421634,18.99,741.75,678.3896953452693,0.0,0.0,1.093398094177246,Dec,OK,60,23,OK,North Carolina
51526688.0,1600.0,1425.6479707328276,1600.0,1425.6479707328276,13.99,54.68,48.72151939979438,381.52,339.9457586212427,1.122296690940857,Jun,OK,36,14,OK,red_flag
46546565.0,18000.0,16195.31995354898,35000.0,31490.899909678574,22.99,507.33,456.465092890778,4046.51,3640.806896957527,1.1114321947097778,Apr,OK,60,26,OK,New York
57265378.0,3700.0,3262.7709803928988,3700.0,3262.7709803928988,15.61,129.37,114.08234641444037,3143.8509409410567,2772.3420585901054,1.1340054273605347,Aug,OK,36,16,OK,New York
55817465.0,12000.0,10969.679408375936,12000.0,10969.679408375936,16.617294794794955,361.38,330.3518953832413,2148.36,1963.901704481544,1.0939244031906128,Jul,OK,36,1,red_flag,Texas
61411398.0,5000.0,4541.750157958938,5000.0,4541.750157958938,16.617294794794955,164.96,149.8414212113813,486.87,442.2483798810936,1.100897192955017,Oct,OK,36,10,OK,Florida
63348442.0,16000.0,14533.600505468601,16000.0,14533.600505468601,16.617294794794955,502.72,456.64572788182346,998.17,906.6877510339746,1.100897192955017,Oct,OK,36,6,red_flag,Illinois
52406414.0,15000.0,13365.449725620258,15000.0,13365.449725620258,16.617294794794955,326.07,290.53814613553317,1986.9,1770.3874706556594,1.122296690940857,Jun,OK,60,9,red_flag,Ohio
66521796.0,13000.0,11889.539655528817,13000.0,11889.539655528817,16.617294794794955,396.91,363.0059372827649,392.4,358.8811816022698,1.093398094177246,Dec,OK,36,2,red_flag,Illinois
41920227.0,15273.463157894737,14102.60012708996,13200.0,12188.088565975668,16.617294794794955,420.81,388.55072344304705,4201.38,3879.3023893423374,1.0830246210098267,Mar,OK,36,7,OK,New York
61340823.0,6000.0,5450.100189550725,6000.0,5450.100189550725,16.617294794794955,187.72,170.51546793041035,560.53,509.1574432081446,1.100897192955017,Oct,OK,36,5,OK,Texas
60337081.0,8000.0,7107.359805722523,8000.0,7107.359805722523,16.617294794794955,251.36,223.31324509580168,998.17,886.7941671597562,1.1255937814712524,Sep,OK,36,6,OK,Texas
58603265.0,10000.0,9044.153330952964,10000.0,9044.153330952964,13.99,341.73,309.06585177865566,1717.97,1553.7584097977265,1.1056866943836212,red_flag,OK,36,14,OK,Arizona
58633617.0,4800.0,4232.783974563761,4800.0,4232.783974563761,16.617294794794955,150.82,132.99759980077215,598.92,528.1456204261932,1.1340054273605347,Aug,OK,36,6,OK,Virginia
51849987.0,6000.0,5346.179890248103,6000.0,5346.179890248103,16.617294794794955,197.95,176.379384879102,1191.54,1061.6978644043709,1.122296690940857,Jun,OK,36,10,OK,red_flag
55362062.0,19200.0,17551.4870534015,19200.0,17551.4870534015,16.617294794794955,440.9221791767577,403.06457913429364,3007.57,2749.339891520768,1.0939244031906128,Jul,OK,36,6,OK,Arizona
44077258.0,10000.0,8997.399974193877,10000.0,8997.399974193877,16.617294794794955,329.91,296.83322254863026,2962.78,2665.731669554214,1.1114321947097778,Apr,red_flag,36,10,red_flag,Indiana
37601431.0,15000.0,13288.50083055031,15000.0,13288.50083055031,13.66,346.39,306.8669201796215,4133.91,3662.2310978946825,1.1287955045700073,Jan,OK,60,13,OK,Georgia
46254202.0,18000.0,16195.31995354898,18000.0,16195.31995354898,16.617294794794955,555.13,499.47266476742476,6032.33,5427.528578632895,1.1114321947097778,Apr,OK,36,4,OK,New Jersey
60974435.0,35000.0,31792.251105712563,35000.0,31792.251105712563,16.99,1247.68,1133.3301674164416,3462.22,3144.9076463777183,1.100897192955017,Oct,OK,60,18,OK,Massachusetts
46105059.0,20000.0,17994.799948387754,20000.0,17994.799948387754,16.617294794794955,434.75,391.16196387807884,3453.58,3107.324060287649,1.1114321947097778,Apr,OK,60,9,OK,Tennessee
59142000.0,35000.0,31094.699150036035,35000.0,31094.699150036035,16.99,1247.68,1108.4638353004846,4957.68,4404.501945204304,1.1255937814712524,Sep,OK,36,18,red_flag,Minnesota
43275781.0,15273.463157894737,14102.60012708996,11200.0,10341.408480221779,16.617294794794955,253.07,233.66966465086836,2522.8,2329.4022601699558,1.0830246210098267,Mar,OK,60,12,OK,Louisiana
65261272.0,12575.0,11882.24372609102,12575.0,11882.24372609102,21.99,347.24,328.11056154654835,331.88,313.5967433650169,1.0583018064498901,Nov,OK,60,26,OK,Oregon
38648002.0,8550.0,7732.751097964784,8550.0,7732.751097964784,19.24,314.45,284.39340149181595,3449.81,3120.0610602654847,1.1056866943836212,red_flag,OK,36,22,OK,Florida
55230401.0,15000.0,13712.09926046992,15000.0,13712.09926046992,16.617294794794955,471.3,430.83415876396487,2814.17,2572.5452250557755,1.0939244031906128,Jul,OK,36,6,red_flag,Ohio
65985378.0,28000.0,25608.23925806207,28000.0,25608.23925806207,13.18,639.67,585.029371650163,598.67,547.5315927365721,1.093398094177246,Dec,OK,60,13,red_flag,red_flag
61381341.0,12000.0,10900.20037910145,12000.0,10900.20037910145,16.617294794794955,371.96,337.8698777508813,1111.04,1009.2132190997396,1.100897192955017,Oct,OK,36,4,OK,New York
67235852.0,14000.0,12804.119629031034,14000.0,12804.119629031034,16.617294794794955,357.04,326.5416337392315,328.73,300.6498746893837,1.093398094177246,Dec,OK,60,21,red_flag,Kansas
65413434.0,3600.0,3401.6761362964353,3600.0,3401.6761362964353,14.33,123.62,116.80977888026814,244.37,230.90766595187773,1.0583018064498901,Nov,OK,36,15,OK,West Virginia
43185993.0,20000.0,17994.799948387754,20000.0,17994.799948387754,15.61,482.23,433.8816189555514,4322.73,3889.33307904471,1.1114321947097778,Apr,red_flag,60,16,OK,Missouri
49218577.0,35000.0,31186.0493597806,35000.0,31186.0493597806,16.617294794794955,1174.07,1046.1315706239318,8193.81,7300.930374418968,1.122296690940857,Jun,OK,36,12,OK,California
54404762.0,7500.0,6856.04963023496,7500.0,6856.04963023496,16.617294794794955,440.9221791767577,403.06457913429364,1479.78,1352.7260162438786,1.0939244031906128,Jul,OK,36,10,OK,California
60596970.0,35000.0,31792.251105712563,35000.0,31792.251105712563,16.617294794794955,440.9221791767577,400.51167538472765,2273.75,2065.360884331827,1.100897192955017,Oct,OK,60,12,OK,Texas
59161774.0,9800.0,8641.933948067679,9800.0,8641.933948067679,16.55,347.21,306.180192460059,1370.82,1208.830193335728,1.1340054273605347,Aug,OK,36,20,OK,Virginia
53081746.0,14000.0,12474.419743912242,14000.0,12474.419743912242,16.617294794794955,316.33,281.85951411369706,1888.11,1682.3626187627242,1.122296690940857,Jun,red_flag,60,12,red_flag,Texas
39652294.0,20000.0,17718.001107400414,20000.0,17718.001107400414,16.617294794794955,673.79,596.9105983077662,6709.03,5943.5300484791305,1.1287955045700073,Jan,red_flag,36,12,OK,California
61682752.0,34075.0,30952.02732649016,34075.0,30952.02732649016,13.33,440.9221791767577,400.51167538472765,2318.01,2105.5644567300797,1.100897192955017,Oct,OK,60,13,OK,Texas
38078645.0,15273.463157894737,13530.76185727092,3875.0,3432.8627145588302,14.99,134.31,118.98523643674748,3687.54,3266.7918901791663,1.1287955045700073,Jan,OK,36,15,red_flag,Texas
55491147.0,18900.0,17277.2450681921,18900.0,17277.2450681921,16.99,673.75,615.9017917827739,20294.66,18552.159491832565,1.0939244031906128,Jul,OK,36,18,OK,California
60676961.0,13300.0,11815.985677013694,13300.0,11815.985677013694,16.617294794794955,443.6,394.10310122731386,3143.8509409410567,2793.0599766034247,1.1255937814712524,Sep,OK,36,11,OK,California
63450505.0,19825.0,18008.039376307188,19825.0,18008.039376307188,18.55,440.9221791767577,400.51167538472765,926.82,841.8769762799005,1.100897192955017,Oct,OK,60,22,red_flag,Minnesota
38762271.0,13450.0,11915.35574472678,13450.0,11915.35574472678,21.99,371.4,329.0232805644257,2211.97,1959.5843454768246,1.1287955045700073,Jan,red_flag,60,25,OK,Pennsylvania
54078246.0,3000.0,2742.419852093984,3000.0,2742.419852093984,16.617294794794955,100.64,91.99904463824618,3115.46,2847.9664508015744,1.0939244031906128,Jul,OK,36,12,red_flag,Minnesota
40107178.0,15000.0,13566.229996429447,15000.0,13566.229996429447,16.617294794794955,505.34,457.0372444263771,1536.93,1390.023057894154,1.1056866943836212,red_flag,red_flag,36,12,red_flag,Utah
57704516.0,8500.0,7495.5549549566595,8500.0,7495.5549549566595,16.617294794794955,283.51,250.00762179761912,1411.75,1244.923495018831,1.1340054273605347,Aug,OK,36,11,OK,California
46536662.0,35000.0,31933.300588066133,35000.0,31933.300588066133,16.55,861.4,785.9241464731476,6859.02,6258.032782844497,1.0960345268249512,May,OK,60,17,OK,Illinois
65271965.0,35000.0,33071.85132510423,35000.0,33071.85132510423,16.617294794794955,1145.69,1082.5739812759618,2270.01,2144.955235042853,1.0583018064498901,Nov,OK,36,9,OK,California
48726268.0,14400.0,13138.27224194721,14400.0,13138.27224194721,16.617294794794955,471.37,430.06856851990665,3753.38,3424.5089074638763,1.0960345268249512,May,OK,36,9,OK,Minnesota
44025783.0,8000.0,7386.720343015557,8000.0,7386.720343015557,16.617294794794955,258.1,238.31406506653943,2318.46,2140.726955808481,1.0830246210098267,Mar,OK,36,8,OK,Colorado
39651723.0,6000.0,5315.400332220124,6000.0,5315.400332220124,16.617294794794955,200.41,177.54323009670586,6262.72,5548.143994766937,1.1287955045700073,Jan,OK,60,11,OK,Mississippi
43800570.0,4950.0,4570.533212240875,4950.0,4570.533212240875,14.65,170.75,157.66031232123828,1703.47,1572.8820628395888,1.0830246210098267,Mar,OK,36,15,red_flag,North Carolina
